Licence_Number,NEB_Pipeline_Indicator,Segment_Line_Number,Licence_Line_Number,Pipeline_Licence_Segment_Id,Company_Name,BA_Code,Pipeline_Specification_Id,Segment_Length,Segment_Status,Segment_From_Facility,From_Location,Segment_To_Facility,To_Location,H2S_Release_Volume,H2S_Release_Level,H2S_Content,Pipe_Technical_Standard,Pipe_Outside_Diameter,Pipe_Type,Pipe_Wall_Thickness,Pipe_Grade,Pipe_Material,Pipe_Max_Operating_Pressure,Pipe_Stress_Level,Pipe_Joint_Method,Pipe_Internal_Protection,Field_Centre,Bidirectional_Pipeline_Ind,HDD_Bored_Ind,Liner_Grade,Liner_Type,Pipeline_External_Protection,Pipeline_Environment,Pipeline_Class_Location,Substance 1,Substance 2,Substance 3,Original_Licence_Number,Original_Pipe_Specification_Id,Original_Segment_Line_Number,Licence_Approval_Date,Original_Licence_Issue_Date,Permit_Approval_Date,Permit_Expiry_Date,Last_Occurrence_Year,Above_Ground_Pipeline
20440,N,2,20440-2,307859,Tervita Corporation,0NZ1,1,0.14,Removed,Blind End,11-36-054-25W4,Blind End,11-36-054-25W4,,,0,Z662,48.3,1120,3.68,C160,Polyvinyl Chloride,0,,Mechanical Coupling,Uncoated,Edmonton,,,,,,,,Salt Water,,,20440,,1,,1998-01-05 00:00:00,2011-04-08 16:25:00,1998-07-05 00:00:00,1983,
20181,N,11,20181-11,253997,ATCO Gas And Pipelines Ltd.,0144,6,0.03,Operating,Pipeline,01-31-051-24W5,Pipeline,01-31-051-24W5,,,0,Z662,323.9,Z245.1,7.9,3591,Steel,7240,41,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,,,,,,2006-10-06 00:00:00,2007-10-06 00:00:00,2006,
15851,N,15,15851-15,74579,ARC Resources Ltd.,0G30,2,0.01,Operating,Well,14-26-048-05W5,Pipeline,14-26-048-05W5,,,0,Z662,60.3,5L,3.91,B,Steel,4960,16,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,15851,,15,1980-01-07 00:00:00,,,,1958,
18902,N,3,18902-3,92956,Paramount Resources Ltd.,0AW4,1,0.05,Removed,Blind End,15-18-115-05W6,Blind End,15-18-115-05W6,,,20,Z662,88.9,5L,3.96,X42,Steel,0,0,Welded,Yes,Unknown,,,,,,,,Oil-Well Effluent,,,18902,,3,,1997-09-29 00:00:00,2014-11-14 13:20:00,2008-10-22 00:00:00,1969,
19655,N,3,19655-3,98586,Tamarack Acquisition Corp.,A5TT,4,0.01,Operating,Pipeline,06-36-045-07W5,Battery,06-36-045-07W5,,,0,Z662,88.9,A106,5.49,B,Steel,4960,17,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,19655,,3,1982-10-05 00:00:00,,,,1982,
19655,N,7,19655-7,98587,Tamarack Acquisition Corp.,A5TT,4,0.01,Operating,Well,06-36-045-07W5,Battery,06-36-045-07W5,,,0,Z662,88.9,A106,5.49,B,Steel,4960,17,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,19655,,7,1982-10-05 00:00:00,,,,1982,
19655,N,10,19655-10,98589,Tamarack Acquisition Corp.,A5TT,4,0.01,Operating,Pipeline,06-36-045-07W5,Battery,06-36-045-07W5,,,0,Z662,88.9,A106,5.49,B,Steel,4960,17,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,19655,,10,1982-10-05 00:00:00,,,,1982,
20186,N,1,20186-1,103223,Canadian Natural Resources Limited,0HE9,6,0.04,Abandoned,Blind End,06-20-038-25W4,Blind End,06-20-038-25W4,,,0,Z662,88.9,Z245.3,4.78,2421,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,20186,,1,,1998-07-09 00:00:00,1998-07-09 00:00:00,1999-01-09 00:00:00,1984,
20186,N,5,20186-5,103226,Canadian Natural Resources Limited,0HE9,6,0.04,Abandoned,Blind End,06-20-038-25W4,Blind End,06-20-038-25W4,,,0,Z662,88.9,Z245.3,4.78,2421,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,20186,,5,,1998-07-09 00:00:00,1998-07-09 00:00:00,1999-01-09 00:00:00,1984,
20186,N,9,20186-9,103229,Canadian Natural Resources Limited,0HE9,7,0.01,Abandoned,Blind End,16-17-038-25W4,Blind End,16-17-038-25W4,,,0,Z662,88.9,Z245.3,5.49,2901,Steel,0,0,Welded,Thin Film,Red Deer,,,,,,,,Oil-Well Effluent,,,20186,,9,2009-07-22 00:00:00,1998-01-19 00:00:00,1998-01-19 00:00:00,1998-07-19 00:00:00,1984,
19685,N,87,19685-87,319039,Pembina Pipeline Corporation,0205,22,0.2,Removed,Blind End,03-26-047-11W5,Blind End,02-26-047-11W5,,,0, ,168.3,Z245.1,3.58,3591,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,Creek Crossing,,Condensate,Crude Oil,,19685,,66,1984-09-24 00:00:00,,2013-02-15 15:04:00,,1984,
19685,N,84,19685-84,318649,Pembina Pipeline Corporation,0205,19,0.25,Removed,Blind End,08-25-047-11W5,Blind End,05-30-047-10W5,,,0, ,168.3,Z245.5,3.58,3591,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,Creek Crossing,,Condensate,Crude Oil,,19685,,66,1984-09-24 00:00:00,,2013-01-31 07:19:00,,1984,
19685,N,93,19685-93,326143,Pembina Pipeline Corporation,0205,28,0.44,Removed,Blind End,15-33-047-10W5,Blind End,02-04-048-10W5,,,0, ,168.3,5L,4.78,A,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Condensate,Crude Oil,,19685,,48,1982-04-30 00:00:00,,2014-07-22 12:22:00,,1910,
19685,N,89,19685-89,321981,Pembina Pipeline Corporation,0205,24,0.3,Removed,Blind End,16-25-048-07W5,Blind End,13-30-048-06W5,,,0, ,219.1,Z245.3,3.18,2901,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Condensate,Crude Oil,,19685,,22,1983-06-23 00:00:00,,2013-11-07 16:56:00,,1983,
1952,N,47,1952-47,266357,ATCO Gas And Pipelines Ltd.,0144,2,0.01,Operating,Pipeline,01-23-024-03W5,Regulator Station,01-23-024-03W5,,,0.01, ,60.3,A106,5.54,B,Steel,4960,11,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,1952,,47,2008-03-10 00:00:00,2007-03-08 00:00:00,2007-03-08 00:00:00,2008-03-08 00:00:00,2008,
1952,N,51,1952-51,313942,ATCO Gas And Pipelines Ltd.,0144,6,0.13,Removed,Blind End,08-13-025-05W5,Blind End,01-13-025-05W5,,,0.01, ,323.9,Z245.1,5.6,2902,Steel,0,0,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,1952,6,51,,2012-03-12 12:10:00,2012-03-12 12:10:00,2013-03-12 00:00:00,2012,
1952,N,43,1952-43,261069,ATCO Gas And Pipelines Ltd.,0144,1,0.02,Operating,Pipeline,12-04-024-02W5,Meter Reg. Station,09-05-024-02W5,,,0.01, ,60.3,Z245.1,5.5,2901,Steel,4960,9,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,1952,,43,2007-11-22 00:00:00,2006-11-22 00:00:00,2006-11-22 00:00:00,2007-11-22 00:00:00,2007,
1952,N,48,1952-48,289788,ATCO Gas And Pipelines Ltd.,0144,6,0.05,Removed,Blind End,10-13-025-05W5,Blind End,07-13-025-05W5,,,0.01, ,323.9,Z245.1,5.6,2902,Steel,0,0,Welded,Uncoated,Calgary,,,,,,Creek Crossing,,Natural Gas,,,,,,,,2014-06-17 16:32:00,2009-02-12 00:00:00,2009,
1952,N,49,1952-49,282897,ATCO Gas And Pipelines Ltd.,0144,6,0.08,Removed,Blind End,07-13-025-05W5,Blind End,07-13-025-05W5,,,0.01, ,323.9,Z245.1,5.6,2902,Steel,0,0,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,,,,2008-08-06 00:00:00,,2014-06-17 16:32:00,,2008,
20332,N,3,20332-3,104071,Wolf Coulee Resources Inc.,A16L,2,0.01,Abandoned,Blind End,02-17-038-20W4,Blind End,02-17-038-20W4,,,0,Z662,60.3,A106,5.54,B,Steel,0,0,Threaded,Uncoated,Red Deer,,,,,,,,Salt Water,,,20332,,3,1983-03-21 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
20492,N,1,20492-1,105023,Harvest Operations Corp.,0Z0H,1,0.03,Operating,Well,06-09-036-02W5,Meter Reg. Station,06-09-036-02W5,,,0,Z662,60.3,A106,8.74,B,Steel,16550,24,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,20492,,1,1984-01-20 00:00:00,,,,1984,
15991,N,3,15991-3,75654,Vermilion Energy Inc.,A6FW,1,0.3,Removed,Blind End,12-15-051-11W5,Blind End,12-15-051-11W5,,,0,Z662,60.3,5LX,3.9,X42,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,15991,,3,,1996-10-08 00:00:00,2015-03-05 16:03:00,1997-04-08 00:00:00,1958,
2027,N,168,2027-168,331749,ATCO Gas And Pipelines Ltd.,0144,68,0.09,Removed,Blind End,12-22-020-29W4,Blind End,12-22-020-29W4,,,0.01,Z662,323.9,5L,6.35,A,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,River Crossing,,Natural Gas,,,2027,68,159,,2015-06-17 17:10:00,2015-07-27 14:44:00,2016-06-17 00:00:00,2015,
2027,N,165,2027-165,331450,ATCO Gas And Pipelines Ltd.,0144,70,0.09,Removed,Blind End,12-22-020-29W4,Blind End,12-22-020-29W4,,,0.01,Z662,355.6,5L,7.92,A,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,River Crossing,,Natural Gas,,,2027,70,165,,2015-06-22 15:23:00,2015-08-05 13:09:00,2016-06-22 00:00:00,2015,
2027,N,150,2027-150,325372,ATCO Gas And Pipelines Ltd.,0144,36,0.03,Removed,Blind End,14-30-009-21W4,Blind End,14-30-009-21W4,,,0.01,Z662,323.9,5LX,5.16,X42,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,02027,,22,2002-04-08 00:00:00,,2014-04-10 13:07:00,2007-03-09 00:00:00,1962,
2027,N,151,2027-151,325373,ATCO Gas And Pipelines Ltd.,0144,36,0.04,Removed,Blind End,14-30-009-21W4,Blind End,14-30-009-21W4,,,0.01,Z662,323.9,5LX,5.16,X42,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,02027,,23,2002-04-08 00:00:00,,2014-04-10 13:07:00,2007-03-09 00:00:00,1962,
2027,N,152,2027-152,325374,ATCO Gas And Pipelines Ltd.,0144,36,0.07,Removed,Blind End,13-30-009-21W4,Blind End,13-30-009-21W4,,,0.01,Z662,323.9,5LX,5.16,X42,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,,,,,,2014-04-10 13:07:00,2007-03-27 00:00:00,2007,
2027,N,153,2027-153,325375,ATCO Gas And Pipelines Ltd.,0144,36,0.07,Removed,Blind End,13-30-009-21W4,Blind End,13-30-009-21W4,,,0.01,Z662,323.9,5LX,5.16,X42,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,,,,,,2014-04-10 13:07:00,2007-03-09 00:00:00,2007,
2526,N,195,2526-195,334784,ATCO Gas And Pipelines Ltd.,0144,62,0.83,Removed,Blind End,15-18-044-24W4,Blind End,11-18-044-24W4,,,0,Z662,219.1,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,3,2003-04-25 00:00:00,,2016-07-05 16:06:00,,1910,
2526,N,197,2526-197,334786,ATCO Gas And Pipelines Ltd.,0144,62,0.62,Removed,Blind End,11-18-044-24W4,Blind End,04-18-044-24W4,,,0,Z662,219.1,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,3,2003-04-25 00:00:00,,2016-07-05 16:06:00,,1910,
2526,N,199,2526-199,334788,ATCO Gas And Pipelines Ltd.,0144,62,0.26,Removed,Blind End,04-18-044-24W4,Blind End,01-13-044-25W4,,,0,Z662,219.1,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,3,2003-04-25 00:00:00,,2016-07-05 16:06:00,,1910,
2526,N,201,2526-201,334790,ATCO Gas And Pipelines Ltd.,0144,62,0.05,Removed,Blind End,16-12-044-25W4,Blind End,16-12-044-25W4,,,0,Z662,219.1,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,3,2003-04-25 00:00:00,,2016-07-05 16:06:00,,1910,
19228,N,6,19228-6,95368,Journey Energy Inc.,A2PH,18,0.01,Operating,Well,10-32-049-03W5,Pipeline,10-32-049-03W5,,,2.1, ,88.9,A106,7.62,B,Steel,4690,11,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,19228,,6,1982-04-16 00:00:00,,,,1982,
19228,N,12,19228-12,95371,Journey Energy Inc.,A2PH,18,0.01,Operating,Well,06-32-049-03W5,Pipeline,06-32-049-03W5,,,2.1, ,88.9,A106,7.62,B,Steel,4690,11,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,19228,,12,1982-04-16 00:00:00,,,,1982,
19228,N,29,19228-29,95378,Journey Energy Inc.,A2PH,18,0.01,Operating,Well,06-29-049-03W5,Pipeline,06-29-049-03W5,,,2.1, ,88.9,A106,7.62,B,Steel,4690,11,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,19228,,29,1982-04-16 00:00:00,,,,1982,
19228,N,31,19228-31,95379,Journey Energy Inc.,A2PH,18,0.01,Operating,Well,08-30-049-03W5,Pipeline,08-30-049-03W5,,,2.1, ,88.9,A106,7.62,B,Steel,4690,11,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,19228,,31,1982-04-16 00:00:00,,,,1982,
2029,N,119,2029-119,5533,ATCO Gas And Pipelines Ltd.,0144,2,0.02,Operating,Pipeline,14-28-037-27W4,Regulator Station,14-28-037-27W4,,,0,Z662,42.2,Z245.3,3.56,2901,Steel,4960,10,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,2029,,119,2003-04-03 00:00:00,,,,1985,
2029,N,121,2029-121,5535,ATCO Gas And Pipelines Ltd.,0144,17,0.02,Operating,Pipeline,03-17-030-01W5,Regulator Station,03-17-030-01W5,,,0,Z662,114.3,Z245.1,3.2,2901,Steel,4960,31,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,2029,,121,2003-04-03 00:00:00,1990-04-12 00:00:00,1990-04-12 00:00:00,1991-04-12 00:00:00,1990,
19695,N,9,19695-9,99075,Canadian Natural Resources Limited,0HE9,4,0.03,Operating,Battery,08-14-050-22W4,Pipeline,08-14-050-22W4,,,0,Z662,168.3,Z245.3,3.18,2901,Steel,1030,9,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,19695,,9,1983-03-25 00:00:00,,,,1983,
19479,N,22,19479-22,97083,Canlin Energy Corporation,A7M1,6,0.02,Operating,Pipeline,11-19-047-17W5,Pipeline,11-19-047-17W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,22,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,23,19479-23,97084,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,07-19-047-17W5,Pipeline,07-19-047-17W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,23,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,26,19479-26,97085,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,11-08-047-17W5,Pipeline,11-08-047-17W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,26,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,27,19479-27,97086,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,06-21-047-17W5,Pipeline,06-21-047-17W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,27,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,4,19479-4,97070,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,08-36-048-20W5,Pipeline,08-36-048-20W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,4,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,7,19479-7,97072,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,10-29-048-19W5,Pipeline,10-29-048-19W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,7,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,8,19479-8,97073,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,11-22-048-19W5,Pipeline,11-22-048-19W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,8,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,13,19479-13,97076,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,06-07-048-18W5,Pipeline,06-07-048-18W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,13,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
19479,N,14,19479-14,97077,Canlin Energy Corporation,A7M1,6,0.01,Operating,Pipeline,02-05-048-18W5,Pipeline,02-05-048-18W5,,,0,Z662,60.3,A333,3.91,6,Steel,9930,32,Welded,Uncoated,Drayton Valley,,,,,,,,Fuel Gas,,,19479,,14,1983-04-22 00:00:00,,2006-05-18 00:00:00,2006-05-18 00:00:00,1983,
17635,N,29,17635-29,86062,InPlay Oil Corp.,A6JK,3,0.04,Operating,Well,11-35-046-02W5,Satellite,11-35-046-02W5,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,4960,24,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,17635,,29,1997-08-12 00:00:00,1997-02-12 00:00:00,1997-02-12 00:00:00,1997-08-12 00:00:00,1997,
2526,N,203,2526-203,334792,ATCO Gas And Pipelines Ltd.,0144,62,0.41,Removed,Blind End,16-12-044-25W4,Blind End,10-12-044-25W4,,,0,Z662,219.1,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,3,2003-04-25 00:00:00,,2016-07-05 16:06:00,,1910,
2526,N,205,2526-205,334794,ATCO Gas And Pipelines Ltd.,0144,62,0.1,Removed,Blind End,10-12-044-25W4,Blind End,10-12-044-25W4,,,0,Z662,219.1,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,3,2003-04-25 00:00:00,,2016-07-05 16:06:00,,1910,
2526,N,207,2526-207,334796,ATCO Gas And Pipelines Ltd.,0144,62,0.18,Removed,Blind End,10-12-044-25W4,Blind End,07-12-044-25W4,,,0,Z662,219.1,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,3,2003-04-25 00:00:00,,2016-07-05 16:06:00,,1910,
2526,N,17,2526-17,6257,ATCO Gas And Pipelines Ltd.,0144,55,0.02,Removed,Blind End,07-19-046-22W4,Blind End,07-19-046-22W4,,,0,Z662,42.2,5L,3.56,BW1,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,2526,,17,2003-04-14 00:00:00,,2013-08-01 13:47:00,,1910,
19828,N,3,19828-3,100342,West Lake Energy Corp.,A7H7,2,0.01,Abandoned,Blind End,08-15-047-06W4,Blind End,08-15-047-06W4,,,0,Z662,60.3,A106,5.54,B,Steel,0,0,Threaded,Uncoated,Wainwright,,,,,,,,Salt Water,,,19828,,3,2003-02-14 00:00:00,,2000-01-10 00:00:00,2000-01-10 00:00:00,1983,
19921,N,7,19921-7,323456,Canadian Natural Resources Limited,0HE9,6,0.26,Removed,Blind End,12-13-063-09W4,Blind End,05-13-063-09W4,,,0,Z662,168.3,Z245.3,4.78,2901,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,19921,,1,1983-07-29 00:00:00,,2013-12-13 15:50:00,,1983,
21972,N,9,21972-9,113909,Husky Oil Operations Limited,0R46,8,0.04,Operating,Well,06-25-066-22W4,Pipeline,07-25-066-22W4,,,0, ,114.3,Z245.1,3.2,2901,Steel,4820,30,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,21972,,9,1994-01-10 00:00:00,1993-08-23 00:00:00,1993-08-23 00:00:00,1994-08-23 00:00:00,1993,
22086,N,5,22086-5,114503,Rising Star Resources Ltd.,A7CZ,2,0.04,Operating,Well,14-08-077-05W6,Pipeline,14-08-077-05W6,,,0,Z662,114.3,Z245.1,3.2,2901,Steel,5000,31,Welded,Uncoated,Grande Prairie,,,,,,,,Oil-Well Effluent,,,22086,,5,1998-08-17 00:00:00,1998-02-17 00:00:00,1998-02-17 00:00:00,1998-08-17 00:00:00,1998,
25333,N,36,25333-36,33019,Canadian Natural Resources Limited,0HE9,21,0.04,Removed,Blind End,04-04-011-16W4,Blind End,04-04-011-16W4,,,9, ,60.3,5L,3.18,B,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,,,Oil-Well Effluent,,,8578,,9,1980-09-18 00:00:00,,2013-06-12 15:52:00,,1960,
26487,N,2,26487-2,138139,Imperial Oil Resources Limited,0007,2,0.02,Abandoned,Pipeline,14-05-065-03W4,Pipeline,14-05-065-03W4,,,0,Z662,219.1,Z245.1,6.4,2901,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Salt Water,,,26487,,2,1994-12-22 00:00:00,1993-06-16 00:00:00,1993-06-16 00:00:00,1994-06-16 00:00:00,1993,
26487,N,8,26487-8,186229,Imperial Oil Resources Limited,0007,5,4.6,Removed,Blind End,08-33-064-03W4,Blind End,14-05-065-03W4,,,0,Z662,114.3,3408,6.7,17,Polyethylene,0,0,Butt Fusion,Uncoated,Bonnyville,,,,,,,,Salt Water,,,26487,,8,2002-12-02 00:00:00,2002-05-15 00:00:00,2011-05-09 14:21:00,2002-12-01 00:00:00,2002,Surfce Line Crossing
24898,N,1,24898-1,129040,Enerplus Corporation,A5RD,1,0.1,Removed,Blind End,14-18-049-21W4,Blind End,14-18-049-21W4,,,0,Z662,33.4,2306,3.04,11,Polyethylene,0,0,Butt Fusion,Uncoated,Edmonton,,,,,,,,Fuel Gas,,,24898,,1,1990-10-24 00:00:00,1990-08-22 00:00:00,2012-06-20 14:58:00,2010-01-26 00:00:00,1990,
20627,N,21,20627-21,105989,Harvest Operations Corp.,0Z0H,1,0.02,Operating,Satellite,09-27-040-03W4,Well,09-27-040-03W4,,,0, ,48.3,FSLP,5.08,1500,Composite,8280,,Mechanical Coupling,Uncoated,Wainwright,,,,,,,,Salt Water,,,20627,,21,2001-05-30 00:00:00,2000-11-30 00:00:00,2000-11-30 00:00:00,2001-05-30 00:00:00,2001,
17626,N,1,17626-1,86008,Cedar Creek Energy Ltd.,A7E1,1,0.8,Removed,Blind End,04-25-052-26W4,Blind End,02-25-052-26W4,,,9.9,Z662,60.3,Z245.3,3.18,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Oil-Well Effluent,,,17626,,1,1980-10-06 00:00:00,,2011-06-16 17:13:00,2007-01-19 00:00:00,1980,
17626,N,3,17626-3,86009,Cedar Creek Energy Ltd.,A7E1,1,0.58,Removed,Blind End,08-25-052-26W4,Blind End,02-25-052-26W4,,,9.9,Z662,60.3,Z245.3,3.18,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Oil-Well Effluent,,,17626,,3,1981-07-21 00:00:00,,2011-06-16 17:13:00,2007-01-19 00:00:00,1981,
17626,N,4,17626-4,86010,Cedar Creek Energy Ltd.,A7E1,1,0.84,Removed,Blind End,06-25-052-26W4,Blind End,02-25-052-26W4,,,9.9,Z662,60.3,Z245.3,3.18,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Oil-Well Effluent,,,17626,,4,1981-07-21 00:00:00,,2011-06-16 17:13:00,2007-01-19 00:00:00,1981,
17626,N,5,17626-5,86011,Cedar Creek Energy Ltd.,A7E1,2,0.74,Removed,Blind End,04-36-052-26W4,Blind End,06-36-052-26W4,,,9.9,Z662,88.9,Z245.3,3.18,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Oil-Well Effluent,,,17626,,5,1985-04-12 00:00:00,,2013-05-08 13:32:00,,1985,
17626,N,14,17626-14,308343,Cedar Creek Energy Ltd.,A7E1,4,0.76,Removed,Blind End,10-25-052-26W4,Blind End,02-25-052-26W4,,,9.9,Z662,114.3,Z245.1,3.18,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Oil-Well Effluent,,,17626,,9,1996-08-23 00:00:00,,2011-06-16 17:13:00,2007-01-22 00:00:00,,
17626,N,15,17626-15,320463,Cedar Creek Energy Ltd.,A7E1,5,0.1,Removed,Blind End,06-36-052-26W4,Blind End,07-36-052-26W4,,,9.9,Z662,88.9,Z245.1,3.18,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Oil-Well Effluent,,,17626,5,15,,2013-05-31 10:09:00,2013-06-14 10:02:00,2014-05-31 00:00:00,2013,
19797,N,142,19797-142,99926,Ember Resources Inc.,A1H9,4,0.03,Operating,Well,09-35-041-23W4,Pipeline,09-35-041-23W4,,,0, ,88.9,Z245.1,3.18,2901,Steel,4830,23,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,19797,,142,1987-04-16 00:00:00,,,,1987,
19949,N,5,19949-5,101365,Canadian Natural Resources Limited,0HE9,1,0.04,Abandoned,Blind End,07-30-059-06W4,Blind End,07-30-059-06W4,,,0,Z662,60.3,A106,3.91,B,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,19949,,5,,,1999-10-17 00:00:00,2000-04-17 00:00:00,1983,
18054,N,8,18054-8,87720,White Swan Environmental Ltd.,A6T6,3,0.01,Operating,Storage Tank,11-23-067-18W4,Storage Tank,11-23-067-18W4,,,0,Z662,60.3,3406,3.91,130,Polyethylene,690,55,Butt Fusion,Uncoated,Edmonton,,,,,,,,Salt Water,,,18054,,8,1981-11-18 00:00:00,,,,1981,
19772,N,6,19772-6,99651,Canadian Natural Resources Limited,0HE9,4,0.02,Operating,Well,06-34-022-10W4,Pipeline,06-34-022-10W4,,,0,Z662,88.9,5LX,3.18,X42,Steel,1740,8,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,19772,,6,1984-01-26 00:00:00,,2005-08-15 00:00:00,2005-08-15 00:00:00,1984,
