refno,date_incident,date_notification,company,city,type,product,volume,status,summary
20140551,2014-03-09,2014-03-10,Birchcliff Energy Ltd.,Fairview (85 km NW),Pipeline,Methanol/Water,0.1 m3,No emergency phase.,Release occurred while company was hydrotesting the line. Line was shut-in and clean-up underway. No reported impacts to waterbodies or wildlife.
20181345,2018-04-25,2018-04-25,Prairie Provident Resources Canada Ltd.,Brooks (39 km NE),Pipeline,Crude Oil and Salt/Produced Water,2 m3 and 1 m3 respectively,No emergency phase.,Release of emulsion from a pipeline. Clean up is underway. No reported impacts to waterbodies or wildlife.
20140659,2014-03-21,2014-03-21,NuVista Energy Ltd.,Grande Prairie (35 km SW),Pipeline,Gas Production (Raw),2 &times;&nbsp;103&nbsp;m3,No emergency phase.,The company reported a H2S release from a pipeline. The pipeline was isolated and de-pressurized. The company reports that no liquids were released.
20181341,2018-04-25,2018-04-25,Canadian Natural Resources Limited,Fox Creek (27 km NW),Pipeline,Gas Production (Raw),0.001 &times;&nbsp;103&nbsp;m3,No emergency phase.,Release occurred due to an issue with a well. Clean up is underway. No reported impacts to waterbodies or wildlife.
20170027,2017-01-04,2017-01-04,Kelt Exploration Ltd.,Fort McMurray (100 km SW),Pipeline,Fuel Gas,0.2 &times;&nbsp;103&nbsp;m3,No emergency phase.,Mechanical failure on pipeline. Pipeline has been isolated. No reported impacts to wildlife or waterbodies.
20160561,2016-02-27,2016-02-27,Baccalieu Energy Inc.,Cynthia (22 km NW),Well,Crude Oil and Salt/Produced Water and Fresh Water,0.5 m3 and 18 m3 and 71.5 m3 respectively,No emergency phase.,"Company reported an off site release of sweet crude oil and produced/fresh water during completion operations. About 0.5 cubic metre of oil was released, with the remaing volume being produced/fresh water. The release source was from a flowback/recycle tank on site. The tank has been shut in and the release has been contained. Clean up is underway. No reported impacts to any wildlife or waterbodies."
20150868,2015-03-24,2015-03-24,Canadian Natural Resources Limited,Fairview (51 km N),Pipeline,Produced Water,1 m3 or less,No emergency phase.,Release of produced water due to a pipeline failure. Line has been shut in and depressurized. Release remained on lease and cleanup is underway. No reported impacts to a waterbody or wildlife.
20152052,2015-07-30,2015-07-30,Canadian Natural Resources Limited,Oyen (51 km SW),Pipeline,Gas Production (Raw) and Salt/Produced Water,0.1 or less &times;&nbsp;103&nbsp;m3 and 0.1 or less m3 respectively,No emergency phase.,"Release of sweet natural gas and associated produced water from a pipeline adjacent to a lease. An area of aproximetly 1.5 m2 impacted. Company has shutin the line, and cleanup has started. No reported impacts to any water body or wildlife."
20152051,2015-07-30,2015-07-30,Canadian Natural Resources Limited,Wandering River (15 km SW),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,"Release of sweet naltural gas from a pipeline. Line has been isolated and depressurized. An area of 30 m2 impacted and company is assessing the release impacts, however due to access, cleanup will likey be defered until frozen conditions. No reported impacts to any water body or wildlife."
20150864,2015-03-23,2015-03-23,Imperial Oil Limited,Cold Lake (18 km NW),Well,Salt/Produced Water,0.1 or less m3,No emergency phase.,Release of produced water off site due to a failure on a well. Repair has been made and clean up is underway. No reported impacts to a waterbody or wildlife.
20160400,2016-02-10,2016-02-10,Penn West Petroleum Ltd.,Hughenden (9 km SW),Facility,Crude Oil and Salt/Produced Water,1 m3 and 64 m3 respectively,No emergency phase.,Release of emulsion on lease due to an issue at a facility. Facility has been shut and isolated. Cleanup is underway. No reported impacts to wildlife or a waterbody.
20173293,2017-10-22,2017-10-22,Razor Energy Corp.,Fox Creek (5 km SW),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,0.1 or less m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 0.9 m3 respectively,No emergency phase,Release of crude oil and salt/produced water due to an issue on a pipeline. No reported impacts to a waterbody or wildlife.
20132155,2013-10-30,2013-10-30,Husky Oil Operations Limited,Wainwright (7 km NNE),Pipeline,Produced Water,3 m3,No emergency phase.,Release travelled off lease impacting lease road. Line is shut in. No other impacts reported.
20182274,2018-07-06,2018-07-06,Predator Oil Ltd.,Red Earth Creek (90 km NE),Pipeline,Crude Oil and Salt/produced Water,150 m3,Emergency phase over,"Release of emulsion from a pipeline. The pipleine has been isolated. Corrected area of impact: 142 m x 142 m. A wetland has been impacted. Response activities are ongoing. There are no reported impacts to wildlife. Corrected volume: 150 m3. Emergency phase called down on July 30th, 2018."
20161444,2016-05-31,2016-05-31,Canadian Natural Resources Limited,Hythe (10 km NE),Pipeline,Sour Gas,0.1 or less m3,No emergency phase.,A release was identified the line was shut in and depressurized. There are no reported impacts to wildlife or waterbodies.
20170140,2017-01-12,2017-01-12,Bonavista Energy Corporation,Olds (8 km SW),Facility,Crude Oil,2 m3,Emergency phase over.,Release of crude oil. Release is contained and cleanup is underway. No reported impacts to wildlife or waterbodies.
20182926,2018-09-12,2018-09-12,Longshore Resources Ltd.,Grande Prairie (59 km NW),Pipeline,Condensate,0.5 m3,No emergency phase,Release occurred from a pipeline. Clean up is underway. No reported impacts to wildlife or waterbodies.
20161560,2016-06-09,2016-06-09,ConocoPhillips Canada Operations Ltd.,Grande Cache (65 km NE),Pipeline,Condensate,380 m3,Emergency phase over.,The company reported a pipeline failure and the release of condensate. The release impacted a creek system that eventually flows into the Simonette River. Additional containment of the heaviest contamination was achieved with the installation of an underflow dam on a tributary of the creek system. The installation of the underflow dam will prevent contamination migrating downstream. The incident is no longer in the emergency phase with clean-up and remediation on-going.
20161448,2016-05-31,2016-05-31,Pengrowth Energy Corporation,Swan Hills (28 km SW),Pipeline,Emulsion,0.1 or less m3,No emergency phase.,Release remained on site. Impacted 1 sqft. Cleanup is underway. No reported impacts to wildlife or waterbodies.
20151095,2015-04-14,2015-04-15,Cenovus Energy Inc.,Wabasca (37 km NE),Facility,Liquid Waste,20 m3,No emergency phase.,Release of contamiated water (high pH) from on lease cement ponds. While circulating water contained in the ponds and unattended hose broke away discharging fluid off lease. A vac truck has been removing free fluids and clean up continues. No reported impacts to any water body or wildlife.
20151091,2015-04-14,2015-04-14,Storm Resources Ltd.,Grande Prairie (7 km E),Well,Salt/Produced Water,1 m3,No emergency phase.,"Release of slightly sour produced water and condensate was misted off site from a flare stack carryover. Most of the fluid remained on lease, however some fluid was blown into a farmers field. Clean up has begun. No impacts to any water body or wildlife."
20170211,2017-01-17,2017-01-17,Imperial Oil Resources Limited,Cold Lake (25 km NW),Pipeline,Steam Condensate,0.1 or less m3,No emergency phase.,Release of steam condensate due to an issue on a pipeline. Issue has been rectified and cleanup is underway. No reported impacts to wildlife or a waterbody.
20170210,2017-01-17,2017-01-17,Cenovus FCCL Ltd.,Conklin (18 km E),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,A gas release was reported from a produced gas pipeline. Cleanup is underway. No reported impacts to wildlife or waterbodies.
20170608,2017-02-15,2017-02-16,Seven Generations Energy Ltd.,Grand Cache (70 km NE),Pipeline,Condensate,0.1 or less m3,No emergency phase,Release of condensate. Release contained and cleanup is underway. No reported impacts to wildlife or waterbodies.
20160887,2016-03-30,2016-03-30,Canadian Natural Resources Limited,Fairview (13 km SW),Pipeline,H2S and Gas Production (Raw),0.1 or less m3 and 0.5 &times;&nbsp;103&nbsp;m3 respectively,No emergency phase.,Bubbling was discovered at surface above a pipeline. The associated well was shut in and depressured. Delineation and cleanup is in progress. No waterways or wildlife impacts were reported. The release went into a tilled field.
20171170,2017-04-08,2017-04-08,Harvest Operations Corp.,Wainwright (46 km SW),Well,Crude Oil and Salt/Produced Water,0.5 m3 and 0.5 m3 respectively,No emergency phase,Release occurred due to a well issue. Clean up is underway. No impacts to water bodies or wildlife reported.
20160881,2016-03-29,2016-03-29,Waldron Energy Corporation,Ponoka (26 km W),Facility,Crude Oil,3 m3,No emergency phase.,Mechanical failure caused the product to overflow and travel off lease. The product has been contained and clean up has begun. No reported impacts to wildlife or waterbodies.
20160882,2016-03-28,2016-03-29,Clearbrook Resources Inc.,Innisfail (9 km W),Pipeline,Condensate,0.2 m3,No emergency phase.,The pipeline was shut in and clean up has begun. Excavation will occur to determine the cause of the failure. No impacts to wildlife or waterways reported.
20180029,2018-01-02,2018-01-02,Mount Bastion Oil &amp; Gas Corp.,Red Earth Creek (58 km NW),Pipeline,Crude Oil and Salt/Produced Water,3 m3 and 2 m3 respectively,No emergency phase.,Release of crude due and salt/produced water due to an issue with a pipeline. Line has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20131196,2013-06-20,2013-06-20,Plains Midstream Canada ULC,Sundre (0.5 km N),Pipeline,Oil,Sheen,Over.,Sheen on water as a result of residue from 2012 pipeline release.
20180187,2018-01-15,2018-01-15,Prairie Storm Energy Corp.,Rocky Mountain House (25 km E),Facility,Crude Oil,0.2 m3,No emergency phase.,Release of crude oil from a flare stack that misted off lease. Cleanup is underway. There are no reported impacts to wildlife or waterbodies.
20181518,2018-05-09,2018-05-09,Canadian Natural Resources Limited,Fairview (17 km SW),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,0.01 m3 and 2 &times;&nbsp;103&nbsp;m3 and 1.3 m3 respectively,No emergency phase,Release of emulsion from a pipeline. Clean up is underway. No reported impacts to waterbodies or wildlife.
20160065,2016-01-08,2016-01-08,Repsol Oil and Gas Inc.,Marlboro (28 km NW),Pipeline,H2S,1 m3,Emergency phase over.,"Release of sour gas due to a pipeline failure. There was one personal injury to a worker due to the release. Line was isolated and depressurized. No reported impacts to wildlife or a waterbody. Emergency phase over January 8, 2016."
20131513,2013-08-11,2013-08-11,Trilogy Resources Ltd.,Fox Creek (13 km N),Pipeline,Sour Gas,1.0 m3,No emergency phase.,Pipeline failure released approx. 1&nbsp;&times;&nbsp;103&nbsp;m3 of sour gas. No water body or wildlife impacts reported.
20131512,2013-08-11,2013-08-11,Husky Oil Operations Limited,Rocky Mountain House (35 km SW),Pipeline,Sour gas,4.6 &times;&nbsp;103&nbsp;m3,No emergency phase.,"Pipeline valve was leaking, allowing gas to be released to atmosphere. No impacts to workers or public reported."
20131515,2013-08-11,2013-08-11,PennWest,Whitecourt (55 km N),Pipeline,Produced Water,45.0 m3,No emergency phase.,Produced water released and 5 m3 went off lease. No water body or wildlife impacts reported.
20131454,2013-07-30,2013-07-30,Paramount Resources Ltd.,Rainbow Lake (35 km S),Pipeline,Produced water,0.2 m3,No emergency phase.,Report of gas/bubbling in pipeline right of way. Line was shut in and depressurized. No impact to wetland or wildlife reported.
20132300,2013-11-16,2013-11-16,Spyglass Resources Corp.,Rainbow Lake (15 km SE),Well,Crude Oil and Gas Production (Raw) and Salt/Produced Water,2 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 3 m3 respectively,No emergency phase.,"Release of product due to stuffing box failure on well. Well has been shut in by the operator. Free fluids contained on lease, but some misting has occurred off lease was still misting slightly. Clean up crews on site to remove contaminaed soil/snow. No reported impacts to waterbodies or wildlife."
20172787,2017-09-04,2017-09-04,Strategic Oil &amp; Gas Ltd.,Steen River (33 km W),Pipeline,Crude Oil,2 m3,No emergency phase.,Company reported a release of crude oil containing H2S. The release remained on the lease and is being cleaned up by a vacuum truck. No reported impacts to any waterbodies or wildlife.
20142894,2014-11-05,2014-11-05,Longrun Exploration,Fox Creek (20 km W),Pipeline,Gas Production (Raw),11&nbsp;&times;&nbsp;103&nbsp;m3,Over,An equipment failure caused a release of 15% sour gas to the environment for a short period of time. Odours were identified a distance away. The release was stopped and appropriate parties were notified.
20150387,2015-02-04,2015-02-04,Harvest Operations Corp.,Ralston (10 km NE),Facility,Emulsion,200  m3,No emergency phase.,Release of emulsion due to a vessel failure. A portion of the release went off lease onto a frozen seasonal wetland. Vessel has been isolated and cleanup is underway. No reported impacts to wildlife.
20172789,2017-09-03,2017-09-03,Canadian Natural Resources Limited,Sexsmith (10 km NE),Pipeline,Gas Production (Raw),5 &times;&nbsp;103&nbsp;m3,No emergency phase.,"Company reported a pinhole leak on a pipeline riser resulting in a small release of natural gas containing H2S. The gas did migrate off lease and resulted in an odour complaint. The leak has been stopped, and the gas has dissipated. No reported impacts to any wildlife or waterbodies."
20140936,2014-04-23,2014-04-23,Surge Energy Inc.,Consort (5 km N),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,3 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 9.9 m3 respectively,No emergency phase.,"Release of Crude Oil and Salt/Produced Water from a pipeline onto agricultural land. Product migrated to low area, impacting a stagnant waterbody. The line has been isolated and depressured, free fluids are being removed. Cleanup is underway, and there are no reported impacts to wildlife."
20150268,2015-01-09,2015-01-10,Canadian Natural Resources Limited,Grande Prairie (50 km SW),Well,Crude Oil,1.5 m3,No emergency phase.,The company reported a release of crude oil from a valve on site. The oil misted on the lease and off. Grader operator identified release during routine snow/access maintenance. The well was shut in and isolated. A skidsteer and wheeled loader were used to recovery misted snow and forward to containment cell. No reported impacts to any water body or wildlife.
20163041,2016-10-15,2016-10-15,Canadian Natural Resources Limited,Vauxhall (2 km E),Well,Salt/Produced Water,1.5 m3,No emergency phase,"Release of produced water off lease due to an issue with a well. Well has been shut in, clean up underway and landowner notified. No reported impacts to wildlife or a waterbody."
20172863,2017-09-12,2017-09-12,Sinopec Daylight Energy Ltd.,Lodgepole (8 km N),Facility,Crude Oil,5&nbsp;m3,No emergency phase.,Release travelled off lease into grass next to lease. Clean up is underway. No impact to wildlife or waterbodies reported.
20150549,2015-02-24,2015-02-24,Canadian Natural Resources Limited,Heinsburg (15 km W),Facility,Crude Bitumen,0.5 m3,No emergency phase.,A pinhole leak cause product to mist onto a farmers field impacting an area of approx. 700&nbsp;m2. Cleanup is underway. No reported impacts to wildlife or waterbodies.
20150548,2015-02-22,2015-02-22,Apache Canada Ltd.,Hardisty (36 km S),Facility,Crude Oil,10 m3,No emergency phase.,Mechanical failure caused the release of slight sour product that remained on lease. Line has been shut in and clean-up is underway. No reported impacts to waterbodies or wildlife.
20173497,2017-11-15,2017-11-15,Shell Canada Limited,Fort Saskatchewan (10 km N),Facility,Diluted Bitumen Effluent,2.94&nbsp;m3,Emergency Phase Over,Company reported a release due to equipment failure resulting in a fine mist of product being sprayed into the air. The companies emergency response plan was activated and workers cleared the area. The release was being sprayed with fresh water to control any product migrating off lease. The associated equipment was de-pressured and the leak isolated. Clean up is underway. There were no reported impacts to any waterbodies or wildlife reported.
20131198,2013-06-20,2013-06-20,Legacy Oil &amp; Gas Inc.,Turner Valley,Pipeline,Sour gas,3.0 &times;&nbsp;103&nbsp;m3,Over.,Flow line damaged due to flooding in the area. Evacuations conducted by the Town of Turner Valley in response to both the sour gas leak and the flooding. No known wildlife impacts. H2S readings were detected at a very low level that would not impact public safety.
20172060,2017-06-24,2017-06-24,Surge Energy Inc.,Wainwright (19 km NE),Well,Salt/Produced Water,5 m3,No emergency phase.,Release of produced water due to an issue on a well. Well has been shut in and cleanup is underway. No reported impacts to wildlife or waterbody.
20172061,2017-06-21,2017-06-21,Cenovus Energy Inc.,Jenner (20 km SE),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of natural gas due to an issue on a pipeline. Line has been shut in a depressurized. No reported impacts to wildlife or a waterbody.
20163687,2016-12-15,2016-12-15,Husky Oil Operations Limited,Rainbow Lake (22 km NE),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,1.5 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 8 m3 respectively,No emergency phase.,Company reported a pipeline failure resulting in a release of approximately 9.5 m3 of oil emulsion. The pipeline was shut-in and depressured. Crews are on site recovering free fluids. No reported impacts to any wildlife or waterbodies.
20131351,2013-07-10,2013-07-10,Pembina Marketing Ltd.,Edmonton,Pipeline,Sweet Crude Oil,63.0 m3,Over.,2013-07-19 Repair plans for the lines are being established and approved by the AER. Restart of the adjacent line was approved temporarily for 60 days until a permanent repair can be completed. Site remediation is ongoing. Volumes updated (previously 42 m3). 2013-07-16 Pipeline was ruptured during a directional drilling operation associated to a pipeline construction. No impacts to waterways or wildlife reported. Pipeline contents are continuing to be recovered from the line and site location. Volume updated from 20 m3 to 42 m3. 2013-07-10 Pipeline hit by a boring operation. No impacts to waterways or wildlife reported.
20140015,2014-01-02,2014-01-02,Enerplus Corporation,Provost (5 km NW),Pipeline,Crude Oil,10 m3,No emergency phase,Release from pipeline went onto farmland. Line is being depressured and clean-up is underway. No reported impacts to wildlife or waterbodies.
20131216,2013-06-22,2013-06-22,Enbridge Pipelines (Athabasca) Inc.,Fort McMurray (40 km SE),Pipeline,Synthetic crude oil,207.0 m3,Over.,2013-07-11 The AER approved resumption of the pipeline at a lower operating pressure. 2013-06-22 Cause unknown at this time. Small unnamed lake impacted. No impacts to wildlife reported.
20163724,2016-12-17,2016-12-17,Husky Oil Operations Limited,Rainbow Lake (20 km E),Well,Crude Oil and Salt/Produced Water,0.1 or less m3 and 2.4 m3 respectively,No emergency phase.,Release of emulsion on lease due to an issue on a well. Issue has been rectified and cleanup completed. No reported impacts to wildlife or a waterbody.
20163726,2016-12-19,2016-12-19,TAQA North Ltd.,Hays (10 km E),Well,Salt/Produced Water,2 m3,No emergency phase.,Release of produced water due to an issue on a well. Well has been shut in and cleanup is underway. No reported impacts to a wildlife or a waterbody.
20173303,2017-10-23,2017-10-23,Pine Cliff Energy Ltd.,Elkwater (12 km NW),Pipeline,Gas Production (Raw) and Salt/Produced Water,1 &times;&nbsp;103&nbsp;m3 and 0.5 m3 respectively,No emergency phase,Release of sweet emuslion that went off lease. The line has been isolated and depressured and cleanup is underway. There are no reported impacts to wildlife or waterbodies.
20173301,2017-10-23,2017-10-23,Canadian Natural Resources Limited,Taber (15 km NW),Well,Crude Oil and Salt/Produced Water,0.4 m3 and 3.6 m3 respectively,No emergency phase,Release of sour emulsion that misted off lease. Cleanup is underway. No reported impacts to wildlife or waterbodies.
20173737,2017-12-06,2017-12-06,Cleo Energy Corp.,Hughenden (9 km SW),Pipeline,Crude Oil,0.8 m3,No emergency phase,Release of sour crude due to an issue on a pipeline. Line has been shut in an cleanup is underway. No reported impacts to wildlife or a waterbody.
20180595,2018-02-14,2018-02-14,Inception Exploration Ltd.,Grande Prairie (45 km SE),Pipeline,Dry gas,33 m3,No emergency phase,Mechanical failure caused the release of slightly sour gas. No impacts to wildlife or waterbodies. Line was depressured.
20150171,2015-01-16,2015-01-16,Penn West Petroleum Ltd.,Fox Creek (20 km N),Well,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,Emergency phase over.,An uncontrolled release occurred due to mechanical failure. Specialist were brought in to kill the well and stop the leak. No impacts to waterways or wildlife was reported.
20132034,2013-10-14,2013-10-14,Harvest Operations Corp.,Rocky Mnt. House (40 km W),Pipeline,Natural Gas,0.1 &times;&nbsp;103&nbsp;m3,No emergency phase.,Cause unknown. The release was very localized to the ESD valve. The gas contained a minor component of H2S. No reported impacts to wildlife or water bodies.
20162343,2016-08-17,2016-08-17,County of Vermilion River Co-op,Marwayne (6 km SE),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,A lightning strike caused the release. Repairs were made and the line was tested before operations restarted that supplied gas to residents. No impacts to wildlife or waterbodies reported.
20172237,2017-07-11,2017-07-11,Aspenleaf Energy Limited,Swan Hills (30 km NW),Facility,Crude Oil and Salt/Produced Water,20 m3 and 2 m3 respectively,No Emergency Phase,Spill occurred by operator error. Clean up is underway. No reports of impacts to wildlife or waterbodies.
20173826,2017-12-14,2017-12-14,Imperial Oil Resources Limited,Cold Lake (25 km N),Pipeline,Produced water and Bitumen,5 m3,No emergency phase,Release was stopped and line isolated. Clean up is underway. No impacts to wildlife or waterbodies reported.
20181746,2018-05-31,2018-05-31,Husky Oil Operations Limited,Rainbow Lake (12 km SE),Pipeline,Crude Oil and Salt/Produced Water,.75 m3,No emergency phase,Release occurred due to an issue with a pipeline. Line has been depressurized and purged. No reported impacts to waterbodies or wildlife. Clean up is underway.
20131424,2013-07-24,2013-07-24,ExxonMobil Canada Ltd.,Lloydminster (6 km S),Well,Oil,0.2 m3,No emergency phase.,Cause unknown at this time. Abandoned well leaking onto farm land. No impact to wetland or wildlife reported.
20151886,2015-07-16,2015-07-16,Zargon Oil &amp; Gas Ltd.,Enchant (7 km N),Pipeline,Salt/Produced Water,2 m3,No emergency phase.,"Company reported a pipeline failure resulting in roughly 2&nbsp;m3 of produced water to be released.The majority of the release remained on-lease, but some of the produced water migrated off-lease. Landowner has been notified. The surrounding area is irrigated farmland. Pipeline automatically shut in due to the pressure drop. Clean up in underway. No reported impacts to wildlife or waterbosies"
20131421,2013-07-23,2013-07-23,Barrick Energy,Debolt (8 km E),Pipeline,Emulsion,32.0 m3,Over.,Cause unknown at this time. Impact to a seasonal wetland. Area impacted approximately 315&nbsp;m2 (unconfirmed). No impact to wildlife reported.
20160304,2016-01-31,2016-01-31,Suncor Energy Inc.,Fort McMurray (60 km NE),Pipeline,Steam Condensate,0.2 m3,No emergency phase.,Release of steam condensate due to a pipeline failure. Clean up is underway and no reported impacts to wildlife or waterbodies.
20141127,2014-05-14,2014-05-14,Pine Cliff Energy Ltd.,Medicine Hat (37 km S),Pipeline,Gas Production (Raw) and Salt/Produced Water,0.1 or less &times;&nbsp;103&nbsp;m3 and 1 m3 respectively,No emergency phase.,Release of sweet gas and produced water onto pipeline right-of-way. Line has been shut in and there are no reported impacts to waterbodies or wildlife.
20150311,2015-01-28,2015-01-28,Canadian Oil &amp; Gas International Inc.,Fox Creek (49 km SW),Well,Crude oil,0.5 m3,No emergency phase.,Crude oil release from a wellsite. Wellhead equipment failure caused approximately 0.5&nbsp;m3 of crude oil to be released misting on and off site. The spill has been cleaned up. No impacts to any waterbody or wildlife were reported.
20162404,2016-08-23,2016-08-23,Bonterra Energy Corp.,Drayton Valley (38 km S),Well,Emulsion,Unknown,Emergency phase over.,High rainfall event caused stream bank erosion causing a pump jack to topple into the creek. The company is responding and mitigating impacts. Emergency phase over on 01/09/2016
20141538,2014-07-02,2014-07-02,Direct Energy Marketing Limited,Medicine Hat (24 km NE),Pipeline,Gas Production (Raw) and Salt/Produced Water,0.5 &times;&nbsp;103&nbsp;m3 and 0.5 m3 respectively,No emergency phase.,Unknown cause of pipeline failure. Area impacted 2m X 2m. No reported impacts to waterbodies or wildlife.
20141285,2014-06-05,2014-06-05,ARC Resources Ltd.,Redwater (4 km N),Well,Crude Oil and Salt/Produced Water,0.2 m3 and 3 m3 respectively,No emergency phase.,The produced water had a small H2S component and was contained to the lease site. Clean up is under way and there were no reports of impacts to waterbodies or wildlife.
20141282,2014-06-02,2014-06-02,RMP Energy Inc.,Rimbey (8 km SW),Pipeline,Condensate,0.1 or less m3,No emergency phase.,A pinhole leak was discovered and in a farmers field. Clean up and repairs are underway. Line is shut in. No reports of wildlife or waterbody impacts.
20140433,2014-02-25,2014-02-25,Twin Butte Energy Ltd.,Provost (7 km N),Well,Crude Oil and Salt/Produced Water,1 m3 and 2 m3 respectively,No emergency phase.,Unknown cause of release from well head. Clean up has begun. There are no reported impacts to waterbodies or wildlife.
20152828,2015-10-20,2015-10-20,Apache Canada Ltd.,Zama City (35 km NW),Pipeline,Crude Oil,10 m3,No emergency phase.,"Release of crude oil from a pipeline during pigging operations. Fluids migrated to surface and remained within the pipeline right of way, impacting an area of aproximately 42 m2. Cleanup and repairs are underway. Impacted soils will be removed and disposed of. No reported impacts to any water body or wildlife."
20173421,2017-11-04,2017-11-04,Canadian Natural Resources Limited,Grande Prairie (81 km SE),Well,Crude Oil,5 m3,No emergency phase,Release of crude oil that misted off lease. Clean up is underway. No reported impacts to wildlife or waterbodies.
20173420,2017-11-06,2017-11-06,West Lake Energy Corp.,Provost (9 km N),Well,Crude Oil and Salt/Produced Water,0.1 or less m3 and 5.9 m3 respectively,No emergency phase,Release of sour emulsion that remained on lease. There are no reported impacts to waterbodies or wildlife. Clean up is underway.
20163138,2016-10-24,2016-10-24,ARC Resources Ltd.,Drayton Valley (18 km E),Pipeline,Crude Oil,1 m3,No emergency phase,A release was discovered on a well that has been shut in. Some of the product entered a small unnamed slow flowing creek and travelled approx. 150 m. Containment booms have been deployed and clean up is underway. The release impacted an area on land about 20 X 50. No impacts to wildlife reported.
20172065,2017-06-26,2017-06-26,ARC Resources Ltd.,Youngstown (16 km N),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 7 m3 respectively,No emergency phase.,Release of emulsion due to an issue on a pipeline. Line has been shut in and depressurized. Cleanup is underway and no reported impacts to wildlife or a waterbody.
20163033,2016-10-15,2016-10-15,Repsol Oil &amp; Gas Canada Inc.,Chauvin (1 km SW),Facility,Crude Oil and Salt/Produced Water,1 m3 and 19 m3 respectively,No emergency phase,Release of sour emulsion due to an issue with a tank at a facility. Release remained with in secondary containment and clean up is underway. No reported impacts to a wildlife or a waterbody.
20182415,2018-07-19,2018-07-19,Cenovus Energy Inc.,Grande Prairie (67 km SW),Pipeline,Gas Production (Raw),10 &times;&nbsp;103&nbsp;m3,No emergency phase,Release from a pipeline onto right of way. The pipeline was isolated and depressured. Cleanup is underway. There are no reported impacts to wildlife or waterbodies.
20163135,2016-10-24,2016-10-24,Lone Pine Resources Canada Ltd.,Standard (6 km N),Well,Crude Oil and Salt/Produced Water,1 m3 and 1 m3 respectively,No emergency phase,"Release of emulsion off lease due to an issue on a line at a well site. Well has been shut in, landowner notfied and cleanup is underway. No reported impacts to wildlife or a waterbody."
20131585,2013-08-19,2013-08-19,Devon Canada,Bentley (10 km S),Injection well,Produced water,10.0 m3,No emergency phase.,Cause unknown. No impacts to wildlife or waterways reported.
20141432,2014-06-20,2014-06-20,Seven Generations Energy Ltd.,Grande Prairie (60 km S),Well,Condensate,2 m3,No emergency phase.,Condensate was released on and off lease from a flare stack due to the flame being out. Clean up is underway. No reported impacts to waterbodies or wildlife.
20163131,2016-10-21,2016-10-21,Knowledge Energy Inc.,Rycroft (16 km W),Well,Crude Oil and Salt/Produced Water,5 m3 and 3 m3 respectively,No emergency phase,The landowner was notified of a release of emulsion onto his land suspected to be caused by vandalism. The release impacted approx. 10m X 30m. Cleanup is underway. No impacts to wildlife or waterbodies.
20173784,2017-12-10,2017-12-10,Imperial Oil Resources Limited,Cold Lake (24 km N),Well,Crude Bitumen and Salt/Produced Water,0.02 m3 and 0.028 m3 respectively,No emergency phase,Mechanical failure caused a fine mist of product to travel off lease. Assessment and cleanup is underway. No impacts to wildlife or waterbodies reported.
20162035,2016-07-21,2016-07-21,Repsol Oil &amp; Gas Canada Inc.,Edson (8 km S),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Small amount of gas was released from a pipeline while conducting a repair. No reports of impact to wildlife or waterbodies.
20150764,2015-03-14,2015-03-14,Penn West Petroleum Ltd.,Swan Hills (6 km SW),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 0.1 or less m3 respectively,No emergency phase.,The release caused impact to an area of 5mX3m. Cleanup is in progress. No reports of impacts to wildlife or waterbodies.
20150763,2015-03-14,2015-03-14,Penn West Petroleum Ltd.,Swan Hills (12 km SW),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 0.9 m3 respectively,No emergency phase.,A pinhole leak caused a small release of sour product to the ground. Cleanup is underway. No reported impacts to waterbodies or wildlife.
20181156,2018-04-08,2018-04-08,Husky Oil Operations Limited,Wainwright (8 km N),Well,Crude Oil and Salt/Produced Water,0.12 m3 and 1.88 m3 respectively,No emergency phase.,Mechanical failure caused the product to spray on lease and run off lease with snow melt. 325&nbsp;m2 area of impact. No impacts to wild life or waterbodies reported. Clean up has taken place.
